317|62|  
32|62|3.5 
243|64|  
542|64|  
573|64|  
44|64|  
383|64|  
352|64|  
68|65|  
461|65|  
9|65|  
518|65|  
519|66|  
317|66|  
361|66|  
130|66|  
381|66|  
16|66|  
539|66|  
72|66|  
303|66|  
347|67|  
326|68|  
496|69|  
2|69|  
121|69|  
391|69|  
510|69|  
89|69|  
236|69|  
407|69|  
492|69|  
555|71|  
602|71|  
343|71|  
222|72|  
269|74|3.06 
182|74|5 
523|74|4.75 
209|74|  
285|74|5 
101|74|3.63 
569|74|5 
576|74|1.7 
543|75|5 
188|75|2.26 
302|75|  
248|75|  
424|75|3.87 
235|75|  
528|75|  
439|75|1.32 
611|75|  
71|75|2.92 
316|76|2.01 
218|77|3.97 
48|78|3.41 
246|78|  
77|78|  
284|78|3.06 
532|79|1.48 
108|79|  
501|79|2.77 
314|83|2.95 
586|83|5 
336|83|4.69 
417|83|  
388|83|3.94 
144|83|  
60|83|  
445|84|  
325|85|5 
479|85|  
241|85|3.0 
340|85|4.57 
413|85|  
384|85|  
322|85|5 
587|85|4.02 
316|85|2.28 
390|86|  
132|86|  
307|86|  
26|86|  
384|86|  
253|86|  
447|86|  
608|89|  
367|89|  
203|89|  
174|89|  
371|89|  
476|89|  
8|89|  
4|89|  
399|89|  
567|90|  
40|91|  
412|91|  
256|91|  
86|91|  
607|91|  
370|92|  
152|92|  
1|92|  
318|93|  
289|93|  
182|93|  
512|93|  
66|93|  
409|93|  
308|93|  
62|93|  
533|95|  
43|95|  
523|95|  
569|95|  
417|95|  
364|97|5 
207|97|3.09 
69|97|  
604|97|  
225|97|  
390|97|1.16 
308|97|  
66|97|  
468|97|  
267|99|  
219|99|  
473|99|2.53 
192|99|  
178|99|  
427|99|  
45|99|1.4 
304|101|5 
230|101|  
582|101|3.33 
81|102|1.59 
50|103|1.43 
500|103|5 
322|103|2.5 
218|103|1.93 
114|103|4.09 
311|103|  
353|103|1.6 
449|103|  
324|103|  
436|104|  
494|105|1.64 
338|107|1.52 
199|107|  
383|107|  
156|107|3.85 
382|107|  
354|107|  
46|107|  
332|107|  
492|108|3.73 
353|108|  
50|108|  
355|108|  
49|108|  
46|109|  
329|109|2.42 
238|109|5 
439|109|  
483|109|  
348|109|3.58 
214|109|  
570|109|5 
67|110|5 
358|110|5 
192|110|  
259|110|5 
193|110|3.71 
40|110|3.48 
525|110|  
82|110|  
513|110|1.38 
45|112|  
223|112|  
390|112|  
168|113|  
217|114|  
357|114|  
101|114|  
428|114|  
214|114|  
281|114|  
188|114|  
78|114|  
497|114|  
54|114|  
91|116|  
548|118|  
95|118|  
480|118|  
15|118|  
574|118|  
300|118|  
182|120|  
316|120|  
604|120|  
592|121|  
95|121|  
30|121|  
33|121|  
211|121|  
162|121|  
42|122|  
578|122|  
58|122|  
215|122|  
449|122|  
57|122|  
48|122|  
529|122|  
532|123|3.34 
569|123|1.27 
565|123|2.99 
363|123|2.51 
68|123|4.9 
399|124|  
575|124|1.99 
289|124|2.83 
61|124|  
72|124|1.61 
385|124|  
75|124|  
414|124|4.65 
22|124|  
516|124|3.31 
386|125|3.23 
259|125|  
310|125|  
99|125|5 
153|125|5 
250|125|  
98|125|  
575|125|3.89 
564|125|  
444|126|  
426|126|  
432|127|  
22|127|5 
430|127|1.9 
477|127|  
413|127|  
299|127|  
110|127|  
348|127|  
568|127|  
383|127|  
338|128|4.59 
227|129|1.09 
503|130|4.24 
610|131|  
317|131|3.07 
203|131|  
359|131|3.39 
257|131|5 
156|131|  
387|131|4.69 
328|132|  
519|132|3.36 
88|132|  
113|132|4.58 
315|132|  
189|132|1.23 
183|133|  
67|133|  
219|133|  
535|133|  
308|133|  
457|133|2.86 
94|133|5 
52|133|  
448|133|1.79 
165|134|1.76 
181|137|  
307|137|  
426|137|  
513|137|  
243|137|  
531|137|  
258|139|  
48|139|  
537|139|  
334|139|  
573|139|  
114|140|  
290|140|  
590|140|  
451|140|  
116|140|  
467|140|  
198|140|  
467|142|  
146|143|  
82|144|  
425|144|  
427|144|  
20|144|  
564|144|  
84|145|  
74|146|  
143|147|  
453|147|  
488|147|  
581|147|  
158|147|  
552|147|  
439|147|  
174|147|  
36|148|  
496|149|  
197|149|  
385|150|4.49 
78|151|  
597|152|3.96 
175|152|  
382|152|  
436|152|3.69 
77|152|  
46|152|3.28 
264|152|4.09 
612|152|  
368|152|2.52 
505|153|  
146|153|  
35|153|  
28|155|  
390|155|  
329|157|5 
296|157|  
288|157|2.45 
432|157|5 
37|157|2.07 
182|157|  
285|158|5 
371|158|2.91 
397|158|  
483|158|1.74 
526|159|  
203|161|  
299|161|2.6 
99|161|2.08 
452|161|5 
218|161|3.11 
569|161|2.84 
361|161|  
435|162|  
89|163|  
218|163|5 
82|163|5 
187|163|1.3 
253|163|1.52 
177|163|  
289|163|  
537|163|  
182|164|2.06 
565|169|  
556|170|  
72|172|  
428|172|  
573|172|  
603|172|  
86|172|  
416|172|  
539|172|  
554|172|  
272|172|  
560|174|  
153|174|  
388|174|  
609|174|  
90|174|  
394|174|  
608|174|  
295|174|  
589|174|  
411|174|  
281|175|  
119|175|  
285|175|  
7|175|  
223|175|  
397|175|  
338|175|  
319|175|  
134|176|  
66|177|  
505|177|  
506|177|  
138|177|  
305|177|  
218|177|  
296|178|3.02 
39|181|1.84 
180|181|1.76 
557|181|4.79 
493|181|  
189|181|  
218|181|1.58 
94|181|3.41 
117|181|  
595|181|  
26|182|  
19|182|2.1 
343|182|1.94 
152|182|  
224|182|  
30|182|  
242|182|  
539|182|1.73 
339|182|  
294|183|2.96 
555|183|4.6 
40|183|  
409|183|5 
543|183|5 
111|186|2.1 
367|186|  
377|186|1.39 
568|186|  
364|186|  
232|186|2.52 
366|187|  
79|187|5 
419|187|  
354|187|2.85 
140|187|  
219|187|  
597|187|  
349|190|  
342|191|  
237|192|  
294|192|  
546|192|  
357|192|  
342|192|  
479|192|  
199|193|  
45|193|  
356|193|  
261|193|  
457|193|  
170|193|  
60|193|  
289|194|  
240|194|  
208|194|  
504|194|  
603|197|  
116|197|  
237|197|  
476|199|5 
296|200|1.35 
88|201|  
252|201|1.22 
516|201|  
234|201|5 
294|201|2.19 
99|201|5 
7|201|  
45|201|1.04 
465|203|1.52 
164|203|1.3 
251|203|1.58 
52|203|5 
441|203|2.58 
583|203|2.65 
496|203|5 
556|203|5 
87|203|4.5 
196|204|4.27 
585|205|4.56 
525|206|  
458|206|  
87|206|  
211|206|5 
114|206|  
378|206|5 
319|206|  
445|206|  
308|206|  
285|209|5 
524|209|  
410|209|  
157|209|2.33 
15|209|  
16|209|3.61 
261|209|2.47 
198|209|  
320|210|4.3 
444|210|4.91 
330|210|  
338|210|  
557|210|  
233|210|5 
381|211|1.83 
459|211|1.24 
440|212|3.87 
289|213|  
90|213|  
250|215|  
444|219|  
368|219|  
404|220|  
54|220|  
540|220|  
385|220|  
123|220|  
199|220|  
207|220|  
518|220|  
2|220|  
335|221|  
474|221|  
383|221|  
40|222|  
71|222|  
290|222|  
335|222|  
535|222|  
459|222|  
548|222|  
605|223|  
531|224|  
323|224|  
173|224|  
481|224|  
205|224|  
431|224|  
122|224|  
126|224|  
321|224|  
136|225|  
513|225|  
419|225|  
452|225|  
330|225|  
407|226|3.87 
457|226|3.84 
26|226|5 
328|226|5 
39|226|  
287|227|3.82 
50|228|1.41 
587|228|1.75 
127|228|1.83 
70|228|4.33 
497|229|3.41 
484|231|5 
278|233|  
71|233|  
601|233|3.29 
419|233|4.82 
319|233|  
35|233|  
80|233|  
311|233|2.83 
25|234|1.27 
414|234|  
337|234|  
110|234|  
350|235|  
274|235|  
583|235|5 
9|235|2.46 
16|235|4.41 
67|236|  
405|236|  
237|236|4.29 
585|236|5 
220|236|4.34 
385|236|  
231|237|1.16 
50|237|  
174|237|  
129|237|  
205|237|  
611|237|2.83 
127|237|4.35 
556|237|  
56|238|  
365|238|1.65 
518|238|  
569|238|3.36 
252|239|3.17 
583|240|4.92 
605|240|5 
546|240|  
594|240|  
464|240|5 
252|240|  
46|240|  
527|240|  
558|240|2.5 
542|241|  
169|241|  
183|241|  
474|241|  
188|241|  
181|243|  
458|243|  
389|243|  
451|243|  
237|243|  
132|244|  
158|246|  
120|246|  
551|246|  
132|246|  
558|246|  
478|246|  
562|247|  
22|248|  
411|248|  
602|248|  
280|248|  
102|248|  
397|248|  
319|248|  
65|248|  
51|248|  
73|250|  
254|251|  
26|252|  
90|253|  
513|253|  
102|253|  
392|253|  
595|253|  
291|253|  
272|254|2.78 
418|255|  
13|258|4.65 
519|258|1.26 
400|258|4.49 
577|258|2.97 
102|258|5 
207|258|3.62 
397|259|  
293|259|3.14 
478|259|  
135|260|  
80|260|4.38 
192|260|  
297|260|3.65 
374|260|  
305|260|5 
420|260|3.17 
148|260|5 
303|261|  
202|261|1.09 
371|263|4.18 
586|263|  
387|263|2.91 
165|263|  
553|263|5 
466|263|5 
211|264|1.4 
94|266|1.07 
377|266|  
345|266|3.85 
171|267|  
31|267|3.02 
99|267|5 
340|267|2.09 
542|267|4.33 
354|267|  
130|267|  
543|268|  
327|268|1.02 
331|268|  
209|268|  
266|268|5 
248|269|2.12 
612|269|  
265|269|  
420|269|  
193|269|  
263|269|  
39|269|  
74|269|3.22 
37|269|  
131|269|  
365|271|  
479|271|  
69|271|  
464|272|  
157|272|  
568|272|  
177|272|  
439|272|  
22|272|  
422|272|  
537|272|  
205|273|  
470|274|  
403|275|  
153|276|  
177|277|  
367|277|  
359|277|  
74|278|  
69|279|  
329|280|  
188|281|  
146|282|  
308|283|  
59|283|  
385|283|  
110|285|2.57 
380|285|4.86 
292|285|1.74 
8|285|2.12 
481|285|  
50|285|  
199|285|  
566|285|3.32 
469|285|2.85 
355|285|  
247|286|  
215|286|3.69 
82|286|  
248|287|  
470|287|  
295|287|3.08 
44|287|1.88 
216|287|4.23 
56|287|1.83 
429|289|3.82 
381|289|2.78 
320|289|5 
82|289|  
373|293|1.68 
28|293|  
285|293|  
530|293|3.82 
248|293|2.75 
577|293|  
523|294|4.65 
132|295|4.03 
376|295|  
373|295|2.37 
188|295|5 
6|295|  
36|296|  
532|297|4.94 
447|297|  
203|297|  
267|297|  
63|298|  
370|299|2.98 
259|299|2.32 
329|299|5 
297|300|  
140|300|  
360|300|  
86|301|  
229|302|  
612|302|  
267|302|  
222|302|  
401|303|  
222|304|  
327|304|  
52|304|  
331|304|  
454|304|  
219|304|  
182|304|  
258|306|  
590|306|  
564|306|  
483|306|  
6|306|  
360|306|  
595|306|  
518|306|  
429|308|  
25|308|  
58|308|  
536|309|  
441|309|  
232|309|  
134|309|  
336|310|  
586|310|  
471|310|  
178|310|  
199|310|  
253|310|  
164|310|  
191|310|  
572|312|  
554|312|  
443|312|  
581|312|  
252|312|  
178|315|2.09 
197|315|  
359|315|5 
317|315|  
312|315|1.5 
598|315|5 
88|315|4.99 
360|316|4.38 
529|316|  
489|316|2.84 
203|316|  
401|316|5 
254|317|  
459|318|1.41 
93|318|  
153|318|  
18|318|3.45 
467|318|3.83 
268|319|4.81 
349|319|  
20|319|  
105|319|4.34 
521|319|  
225|319|1.22 
535|320|2.72 
599|320|  
602|320|1.68 
242|320|1.13 
98|320|  
130|321|  
366|321|  
608|324|4.41 
433|325|2.32 
599|326|4.89 
271|326|  
464|326|1.62 
410|328|  
444|329|  
515|329|  
117|329|  
64|329|  
453|329|  
404|330|  
390|330|  
168|330|  
208|330|  
298|330|  
11|330|  
443|330|  
244|331|  
461|331|  
485|332|  
546|332|  
305|332|  
467|333|  
564|334|  
572|334|  
88|336|  
431|336|  
448|336|  
272|336|  
195|336|  
409|336|  
49|336|  
227|336|  
121|336|  
121|337|  
297|337|  
490|337|  
575|337|  
515|337|  
543|339|  
302|340|  
110|342|3.75 
547|343|2.01 
560|344|3.7 
90|345|  
189|347|3.96 
299|347|3.17 
387|347|5 
270|347|2.1 
188|347|1.17 
219|347|4.33 
368|347|5 
139|347|1.6 
596|349|  
67|349|1.42 
206|349|  
271|350|  
35|350|3.12 
605|350|2.64 
582|350|2.93 
24|352|3.83 
486|353|5 
359|353|  
176|353|  
569|353|5 
436|353|  
406|354|2.52 
139|354|  
58|354|3.96 
572|354|5 
432|354|  
221|354|  
503|354|  
368|355|  
175|355|  
288|355|  
48|355|  
611|355|  
32|355|  
553|356|  
366|357|  
413|357|  
262|357|  
370|357|  
117|358|  
539|358|  
163|358|  
473|358|  
67|358|  
543|358|  
63|358|  
599|359|  
283|359|  
529|359|  
544|361|  
58|361|  
474|361|  
408|361|  
389|362|  
395|362|  
528|362|  
135|362|  
201|362|  
221|362|  
83|362|  
85|365|  
459|366|  
302|368|  
201|368|  
409|369|  
526|369|  
347|369|  
610|371|  
39|372|  
487|372|5 
278|372|  
224|372|  
534|372|4.61 
478|372|3.23 
327|374|5 
569|377|3.47 
244|378|  
379|379|5 
198|379|2.27 
181|379|3.07 
415|379|  
296|380|  
425|380|1.47 
155|380|1.24 
193|380|  
576|380|  
102|380|  
508|380|1.93 
198|380|2.8 
152|380|3.49 
291|381|4.97 
238|381|3.63 
1|381|1.43 
494|381|2.59 
419|381|5 
248|382|  
253|382|  
264|382|  
55|382|  
361|382|  
271|382|  
57|382|  
372|382|  
23|382|  
379|383|  
548|384|  
424|384|  
174|384|  
449|384|  
2|384|  
244|385|  
142|385|  
173|385|  
427|385|  
273|385|  
89|385|  
251|385|  
599|385|  
131|385|  
276|385|  
340|387|  
113|387|  
586|387|  
55|387|  
297|387|  
505|387|  
200|388|  
291|389|  
275|389|  
149|389|  
464|389|  
301|389|  
562|389|  
260|389|  
76|389|  
130|389|  
112|389|  
546|390|  
91|390|  
348|390|  
135|390|  
340|390|  
208|390|  
69|390|  
231|390|  
90|390|  
294|391|  
304|391|  
300|391|  
505|391|  
198|391|  
64|391|  
539|391|  
398|391|  
306|391|  
359|392|  
49|392|  
7|392|  
157|393|  
76|393|  
600|393|  
3|393|  
401|393|  
303|393|  
160|393|  
117|393|  
152|393|  
257|394|  
538|394|  
288|396|5 
207|396|4.88 
540|396|  
195|396|  
108|396|  
25|396|  
247|397|  
612|397|1.36 
127|397|  
461|397|5 
3|397|  
16|397|4.13 
183|397|5 
548|397|1.91 
312|397|  
54|398|  
422|398|5 
273|398|2.81 
362|399|2.15 
344|399|  
107|399|2.72 
277|399|  
603|399|4.28 
558|399|5 
444|399|  
486|399|  
159|399|1.11 
543|401|  
41|404|4.1 
98|407|  
484|407|4.66 
132|407|5 
386|407|2.18 
47|407|5 
193|407|3.65 
597|407|  
266|407|  
585|407|  
199|407|  
279|409|  
419|409|  
477|409|  
386|409|  
381|409|  
494|410|  
495|410|  
549|410|  
13|410|  
607|410|  
234|411|  
97|411|  
59|411|  
178|411|  
65|411|  
113|411|  
551|412|  
135|412|  
428|412|  
377|412|  
462|412|  
484|412|  
454|414|  
481|414|  
558|414|  
519|414|  
151|415|  
109|415|  
23|415|  
521|415|  
585|415|  
123|416|  
502|416|  
363|416|  
464|416|  
404|416|  
3|416|  
259|416|  
174|416|  
113|416|  
48|417|  
338|417|  
280|419|  
425|419|2.55 
411|419|4.29 
14|419|5 
562|419|  
557|419|3.24 
297|420|  
291|422|  
204|423|2.48 
185|424|1.62 
238|424|2.08 
486|424|4.47 
206|424|  
225|424|3.62 
375|424|  
110|424|  
275|425|  
393|425|  
278|425|  
255|425|  
112|425|  
471|425|  
410|425|  
463|426|4.43 
275|426|  
500|426|  
597|427|  
524|429|  
151|430|  
555|430|  
122|430|  
384|430|  
200|430|  
317|430|  
436|430|  
510|430|  
135|430|  
332|430|  
495|431|  
38|431|  
555|431|  
73|431|  
115|432|  
292|434|  
548|434|  
175|434|  
211|435|  
173|436|  
11|439|5 
102|443|  
482|443|  
533|443|5 
399|443|  
180|444|2.6 
434|445|  
109|445|  
605|445|  
609|445|3.46 
284|445|  
315|445|5 
189|446|5 
417|446|5 
193|446|4.07 
326|446|  
356|446|4.58 
221|446|4.5 
374|446|3.07 
447|448|  
510|448|1.93 
337|448|  
215|448|  
172|448|4.65 
163|449|1.69 
287|449|  
376|449|  
486|449|  
577|449|  
499|449|  
531|449|  
338|449|  
38|450|  
161|450|  
238|451|  
441|451|  
561|451|  
581|451|  
147|451|  
133|452|  
498|452|  
87|452|  
391|452|  
493|452|  
483|452|  
487|453|  
417|453|  
245|453|  
489|453|  
538|454|  
352|455|  
234|455|  
13|455|  
545|455|  
459|455|  
87|455|  
412|455|  
192|455|  
127|456|  
293|456|  
345|456|  
192|457|  
498|458|  
95|458|  
9|458|  
448|459|  
136|459|  
308|459|  
215|459|  
457|459|  
300|459|  
281|459|  
32|459|  
379|463|  
309|463|  
236|463|1.62 
58|463|2.18 
574|463|  
241|463|  
291|463|  
366|463|3.72 
494|463|  
529|464|2.04 
104|464|  
3|464|  
525|464|  
76|464|  
436|464|  
197|464|3.67 
375|465|1.61 
469|465|2.92 
230|465|  
244|465|1.39 
5|465|5 
68|465|1.24 
315|465|  
61|465|2.51 
168|466|  
477|467|5 
189|469|  
158|470|  
340|472|  
575|474|  
576|474|  
382|474|  
438|474|  
429|474|  
377|474|  
156|474|  
85|474|  
470|474|  
229|475|  
288|476|  
444|476|  
426|476|  
166|476|  
24|476|  
562|476|  
297|476|  
308|478|  
232|479|  
81|479|  
76|479|  
114|479|  
34|479|  
274|480|  
22|480|  
462|480|  
209|480|  
19|480|  
100|480|  
452|480|  
29|480|  
79|480|  
171|481|  
391|481|  
611|481|  
223|481|  
362|481|  
572|481|  
434|481|  
569|481|  
312|481|  
453|482|  
514|483|  
59|483|  
607|483|  
414|483|  
284|483|  
357|484|3.73 
360|484|3.69 
88|484|5 
129|484|  
522|484|  
26|485|  
337|485|  
248|485|  
36|485|  
404|485|  
167|485|  
429|486|3.93 
204|486|1.78 
597|486|  
495|486|  
107|486|4.38 
542|486|  
228|489|5 
341|489|3.49 
297|489|  
270|489|4.86 
70|489|4.11 
167|489|  
444|489|5 
5|489|  
500|489|1.58 
92|490|1.2 
115|490|4.03 
482|490|  
16|492|1.4 
86|492|1.82 
321|492|2.85 
298|492|5 
109|492|  
556|492|  
276|493|5 
397|493|2.31 
230|494|  
279|494|1.48 
585|494|  
320|494|  
131|494|2.88 
437|495|  
120|495|  
608|495|  
508|495|  
60|495|  
533|496|2.67 
170|496|  
541|496|  
291|496|4.12 
388|496|2.59 
369|497|  
111|498|  
536|499|  
414|500|  
129|500|  
545|500|  
434|500|  
89|500|  
114|501|  
465|501|  
539|501|  
410|501|  
205|501|  
596|501|  
279|502|  
364|502|  
217|502|  
521|502|  
48|502|  
288|502|  
258|504|  
244|504|  
604|504|  
321|504|  
198|504|  
333|504|  
387|504|  
213|504|  
81|505|  
259|505|  
394|505|  
310|505|  
476|506|  
271|507|  
160|508|  
384|509|2.03 
479|509|  
175|509|  
250|509|1.67 
307|510|  
417|510|2.46 
241|510|5 
315|510|2.4 
127|512|1.73 
39|512|5 
188|512|  
453|512|  
559|512|  
429|513|  
593|513|  
304|513|1.75 
141|515|  
260|515|5 
463|515|  
511|515|2.12 
263|515|  
279|515|4.64 
102|515|1.06 
240|515|2.04 
354|517|2.98 
262|517|  
260|517|2.96 
539|517|2.84 
47|517|  
45|517|  
131|517|1.96 
405|517|3.74 
22|517|2.6 
21|518|  
543|518|1.54 
486|518|3.4 
588|519|  
345|520|2.52 
420|520|  
310|522|  
326|522|2.16 
510|522|5 
362|522|  
21|522|4.96 
602|522|1.96 
158|522|  
26|523|  
202|523|  
281|523|  
34|523|  
409|523|  
356|523|  
276|523|  
399|523|  
536|523|  
310|525|  
224|525|  
130|525|  
78|525|  
276|525|  
386|525|  
252|525|  
551|525|  
212|525|  
347|526|  
454|526|  
58|526|  
412|526|  
535|526|  
274|526|  
52|526|  
421|527|  
105|527|  
11|527|  
250|527|  
2|527|  
259|527|  
561|528|  
393|530|  
131|530|  
610|530|  
552|530|  
372|530|  
578|530|  
1|532|  
44|535|  
153|536|2.73 
285|536|  
242|536|5 
104|536|  
31|536|4.99 
299|537|1.2 
167|537|  
574|539|4.55 
316|539|5 
280|539|5 
144|539|  
430|539|2.74 
110|539|1.08 
551|539|1.43 
507|539|  
438|539|2.7 
134|541|  
118|541|  
513|541|  
48|541|  
40|541|3.26 
45|541|  
78|541|  
467|541|1.74 
382|541|  
301|542|  
484|544|  
494|544|3.91 
497|544|4.08 
608|544|2.1 
35|544|  
296|544|  
8|545|3.56 
76|547|  
238|547|  
113|547|  
147|549|  
367|549|  
477|549|  
444|549|  
436|549|  
167|551|  
39|552|  
228|553|  
538|553|  
46|553|  
412|553|  
612|553|  
214|554|  
77|554|  
13|554|  
495|554|  
216|554|  
525|554|  
389|555|  
38|555|  
252|555|  
7|555|  
559|555|  
376|555|  
525|555|  
192|555|  
323|556|  
300|556|  
117|556|  
145|556|  
473|556|  
134|556|  
354|560|4.26 
472|561|3.92 
353|561|  
211|561|  
29|561|2.0 
218|561|4.62 
221|562|  
301|564|3.9 
36|565|2.17 
391|565|5 
536|565|2.87 
248|566|  
87|567|1.91 
218|567|  
148|567|5 
389|567|5 
425|567|5 
548|567|  
63|568|  
408|568|  
122|570|  
307|571|  
523|571|2.6 
485|571|  
535|572|1.71 
497|572|  
533|572|  
477|572|5 
31|572|  
519|573|  
476|573|  
259|573|  
526|574|  
391|574|  
92|574|  
122|574|  
547|574|  
499|575|  
225|575|  
177|576|  
185|576|  
315|576|  
29|576|  
13|576|  
258|576|  
276|576|  
394|578|  
403|579|  
170|579|  
181|579|  
165|579|  
471|579|  
145|579|  
562|579|  
30|580|  
289|580|  
601|580|  
359|580|  
417|583|  
287|583|  
611|583|  
411|583|  
248|583|  
516|583|  
521|583|  
436|585|  
407|586|  
234|586|  
539|586|  
484|586|  
374|586|  
69|586|  
332|586|  
115|586|  
141|587|  
206|587|5 
288|587|  
257|587|3.41 
135|588|4.4 
597|588|2.3 
25|588|  
340|588|  
432|588|  
68|588|5 
513|588|  
570|589|1.42 
154|590|2.0 
544|590|  
376|590|5 
452|591|  
412|593|1.21 
92|594|5 
93|595|  
477|595|  
512|595|  
77|595|3.66 
342|595|  
233|596|1.82 
83|597|  
104|598|  
157|598|  
95|598|5 
211|598|5 
40|598|4.67 
117|598|1.4 
487|598|1.28 
6|599|  
171|599|  
543|599|  
202|599|  
549|599|2.68 
239|599|3.58 
350|599|2.39 
378|599|2.07 
583|599|4.18 
590|599|4.24 
190|600|  
51|601|5 
214|601|2.01 
406|601|4.36 
460|602|  
556|602|  
600|602|  
311|602|  
87|602|  
346|602|  
588|603|  
348|603|  
303|603|  
574|603|  
400|603|  
580|603|  
584|603|  
314|603|  
519|603|  
472|604|  
378|604|  
319|604|  
372|604|  
493|604|  
9|604|  
525|605|  
346|605|  
381|605|  
368|605|  
214|606|  
257|606|  
25|607|  
181|607|  
388|607|  
72|607|  
422|607|  
574|610|  
500|611|  
326|612|  
528|612|  
518|612|  
47|612|  
143|612|  
148|612|  
298|613|  
164|614|  
221|615|  
474|615|  
461|615|  
280|616|  
325|617|1.33 
234|617|  
427|619|2.98 
138|619|  
309|619|  
556|619|  
274|619|4.13 
104|620|3.04 
207|620|5 
589|620|  
53|621|  
148|621|5 
165|621|2.24 
286|621|3.69 
361|621|  
239|622|1.54 
44|622|  
509|623|  
20|623|  
118|624|  
38|624|4.63 
36|624|  
72|624|  
378|624|5 
368|624|  
298|624|2.52 
297|624|5 
449|625|  
371|627|  
518|627|  
465|627|1.9 
176|627|4.94 
88|630|  
583|631|  
324|631|  
604|631|  
151|631|  
443|631|  
232|632|  
243|632|  
412|632|  
191|632|  
569|632|  
245|632|  
463|632|  
193|632|  
90|632|  
424|633|  
85|634|  
464|634|  
521|634|  
309|634|  
175|634|  
197|634|  
194|635|  
247|635|  
406|635|  
533|636|  
9|636|  
131|636|  
170|636|  
363|636|  
308|636|  
323|636|  
231|637|  
565|637|  
395|637|  
495|637|  
571|638|  
495|638|  
465|638|  
508|638|  
405|638|  
191|638|  
8|640|  
88|640|5 
271|640|4.68 
574|640|5 
311|640|5 
162|640|  
226|640|3.02 
104|640|5 
213|640|  
446|640|1.86 
212|641|  
555|641|4.79 
489|641|  
344|641|3.62 
1|641|2.92 
252|641|  
476|641|5 
101|641|2.44 
89|642|  
537|643|  
290|643|  
157|643|3.94 
418|643|  
587|643|  
419|643|5 
283|644|  
609|644|  
132|644|  
261|644|4.77 
329|644|  
